gene_id,summary
487,"This gene encodes one of the SERCA Ca(2+)-ATPases, which are intracellular pumps located in the sarcoplasmic or endoplasmic reticula of muscle cells. This enzyme catalyzes the hydrolysis of ATP coupled with the translocation of calcium from the cytosol to the sarcoplasmic reticulum lumen, and is involved in muscular excitation and contraction. Mutations in this gene cause some autosomal recessive forms of Brody disease, characterized by increasing impairment of muscular relaxation during exercise. Alternative splicing results in three transcript variants encoding different isoforms. [provided by RefSeq, Oct 2013]"
488,"This gene encodes one of the SERCA Ca(2+)-ATPases, which are intracellular pumps located in the sarcoplasmic or endoplasmic reticula of muscle cells. This enzyme catalyzes the hydrolysis of ATP coupled with the translocation of calcium from the cytosol into the sarcoplasmic reticulum lumen, and is involved in regulation of the contraction/relaxation cycle. Mutations in this gene cause Darier-White disease, also known as keratosis follicularis, an autosomal dominant skin disorder characterized by loss of adhesion between epidermal cells and abnormal keratinization. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2008]"
489,"This gene encodes one of the SERCA Ca(2+)-ATPases, which are intracellular pumps located in the sarcoplasmic or endoplasmic reticula of muscle cells. This enzyme catalyzes the hydrolysis of ATP coupled with the translocation of calcium from the cytosol to the sarcoplasmic reticulum lumen, and is involved in calcium sequestration associated with muscular excitation and contraction. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
490,"The protein encoded by this gene belongs to the family of P-type primary ion transport ATPases characterized by the formation of an aspartyl phosphate intermediate during the reaction cycle. These enzymes remove bivalent calcium ions from eukaryotic cells against very large concentration gradients and play a critical role in intracellular calcium homeostasis. The mammalian plasma membrane calcium ATPase isoforms are encoded by at least four separate genes and the diversity of these enzymes is further increased by alternative splicing of transcripts. The expression of different isoforms and splice variants is regulated in a developmental, tissue- and cell type-specific manner, suggesting that these pumps are functionally adapted to the physiological needs of particular cells and tissues. This gene encodes the plasma membrane calcium ATPase isoform 1. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
491,"The protein encoded by this gene belongs to the family of P-type primary ion transport ATPases characterized by the formation of an aspartyl phosphate intermediate during the reaction cycle. These enzymes remove bivalent calcium ions from eukaryotic cells against very large concentration gradients and play a critical role in intracellular calcium homeostasis. The mammalian plasma membrane calcium ATPase isoforms are encoded by at least four separate genes and the diversity of these enzymes is further increased by alternative splicing of transcripts. The expression of different isoforms and splice variants is regulated in a developmental, tissue- and cell type-specific manner, suggesting that these pumps are functionally adapted to the physiological needs of particular cells and tissues. This gene encodes the plasma membrane calcium ATPase isoform 2. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
492,"The protein encoded by this gene belongs to the family of P-type primary ion transport ATPases characterized by the formation of an aspartyl phosphate intermediate during the reaction cycle. These enzymes remove bivalent calcium ions from eukaryotic cells against very large concentration gradients and play a critical role in intracellular calcium homeostasis. The mammalian plasma membrane calcium ATPase isoforms are encoded by at least four separate genes and the diversity of these enzymes is further increased by alternative splicing of transcripts. The expression of different isoforms and splice variants is regulated in a developmental, tissue- and cell type-specific manner, suggesting that these pumps are functionally adapted to the physiological needs of particular cells and tissues. This gene encodes the plasma membrane calcium ATPase isoform 3. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
493,"The protein encoded by this gene belongs to the family of P-type primary ion transport ATPases characterized by the formation of an aspartyl phosphate intermediate during the reaction cycle. These enzymes remove bivalent calcium ions from eukaryotic cells against very large concentration gradients and play a critical role in intracellular calcium homeostasis. The mammalian plasma membrane calcium ATPase isoforms are encoded by at least four separate genes and the diversity of these enzymes is further increased by alternative splicing of transcripts. The expression of different isoforms and splice variants is regulated in a developmental, tissue- and cell type-specific manner, suggesting that these pumps are functionally adapted to the physiological needs of particular cells and tissues. This gene encodes the plasma membrane calcium ATPase isoform 4. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
27032,"The protein encoded by this gene belongs to the family of P-type cation transport ATPases. This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium ions. Defects in this gene cause Hailey-Hailey disease, an autosomal dominant disorder. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Aug 2011]"
498,"This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, using an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the alpha subunit of the catalytic core. Alternatively spliced transcript variants encoding the different isoforms have been identified. Pseudogenes of this gene are located on chromosomes 9, 2, and 16. [provided by RefSeq, Mar 2012]"
514,"This gene encodes a subunit of mitochondrial ATP synthase. Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. The proton channel consists of three main subunits (a, b, c). This gene encodes the epsilon subunit of the catalytic core. Two pseudogenes of this gene are located on chromosomes 4 and 13. Read-through transcripts that include exons from this gene are expressed from the upstream gene SLMO2.[provided by RefSeq, Mar 2011]"
537,"This gene encodes a component of a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. Vacuolar ATPase (V-ATPase) is comprised of a cytosolic V1 (site of the ATP catalytic site) and a transmembrane V0 domain. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, and receptor-mediated endocytosis. The encoded protein of this gene may assist in the V-ATPase-mediated acidification of neuroendocrine secretory granules. This protein may also play a role in early development. [provided by RefSeq, Aug 2013]"
10159,"This gene encodes a protein that is associated with adenosine triphosphatases (ATPases). Proton-translocating ATPases have fundamental roles in energy conservation, secondary active transport, acidification of intracellular compartments, and cellular pH homeostasis. There are three classes of ATPases- F, P, and V. The vacuolar (V-type) ATPases have a transmembrane proton-conducting sector and an extramembrane catalytic sector. The encoded protein has been found associated with the transmembrane sector of the V-type ATPases. [provided by RefSeq, Jul 2008]"
535,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A and three B subunits, two G subunits plus the C, D, E, F, and H subunits. The V1 domain contains the ATP catalytic site. The V0 domain consists of five different subunits: a, c, c', c"", and d. Additional isoforms of many of the V1 and V0 subunit proteins are encoded by multiple genes or alternatively spliced transcript variants. This gene encodes one of three A subunit proteins and the encoded protein is associated with clathrin-coated vesicles. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
23545,"The protein encoded by this gene is a subunit of the vacuolar ATPase (v-ATPase), an heteromultimeric enzyme that is present in intracellular vesicles and in the plasma membrane of specialized cells, and which is essential for the acidification of diverse cellular components. V-ATPase is comprised of a membrane peripheral V(1) domain for ATP hydrolysis, and an integral membrane V(0) domain for proton translocation. The subunit encoded by this gene is a component of the V(0) domain. Mutations in this gene are a cause of both cutis laxa type II and wrinkly skin syndrome. [provided by RefSeq, Jul 2009]"
50617,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of intracellular compartments of eukaryotic cells. V-ATPase dependent acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A and three B subunits, two G subunits plus the C, D, E, F, and H subunits. The V1 domain contains the ATP catalytic site. The V0 domain consists of five different subunits: a, c, c', c'', and d. This gene is one of four genes in man and mouse that encode different isoforms of the a subunit. Alternatively spliced transcript variants encoding the same protein have been described. Mutations in this gene are associated with renal tubular acidosis associated with preserved hearing. [provided by RefSeq, Jul 2008]"
9114,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A and three B subunits, two G subunits plus the C, D, E, F, and H subunits. The V1 domain contains the ATP catalytic site. The V0 domain consists of five different subunits: a, c, c', c'', and d. Additional isoforms of many of the V1 and V0 subunit proteins are encoded by multiple genes or alternatively spliced transcript variants. This encoded protein is known as the D subunit and is found ubiquitously. [provided by RefSeq, Jul 2008]"
523,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A and three B subunits, two G subunits plus the C, D, E, F, and H subunits. The V1 domain contains the ATP catalytic site. The V0 domain consists of five different subunits: a, c, c', c"", and d. Additional isoforms of many of the V1 and V0 subunit proteins are encoded by multiple genes or alternatively spliced transcript variants. This encoded protein is one of two V1 domain A subunit isoforms and is found in all tissues. Transcript variants derived from alternative polyadenylation exist. [provided by RefSeq, Jul 2008]"
525,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A and three B subunits, two G subunits plus the C, D, E, F, and H subunits. The V1 domain contains the ATP catalytic site. The V0 domain consists of five different subunits: a, c, c', c'', and d. Additional isoforms of many of the V1 and V0 subunit proteins are encoded by multiple genes or alternatively spliced transcript variants. This encoded protein is one of two V1 domain B subunit isoforms and is found in the kidney. Mutations in this gene cause distal renal tubular acidosis associated with sensorineural deafness. [provided by RefSeq, Jul 2008]"
526,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A, three B, and two G subunits, as well as a C, D, E, F, and H subunit. The V1 domain contains the ATP catalytic site. The protein encoded by this gene is one of two V1 domain B subunit isoforms and is the only B isoform highly expressed in osteoclasts. [provided by RefSeq, Jul 2008]"
245973,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A,three B, and two G subunits, as well as a C, D, E, F, and H subunit. The V1 domain contains the ATP catalytic site. This gene encodes alternate transcriptional splice variants, encoding different V1 domain C subunit isoforms. [provided by RefSeq, Jul 2008]"
529,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A, three B, and two G subunits, as well as a C, D, E, F, and H subunit. The V1 domain contains the ATP catalytic site. This gene encodes alternate transcriptional splice variants, encoding different V1 domain E subunit isoforms. Pseudogenes for this gene have been found in the genome. [provided by RefSeq, Jul 2008]"
538,"This gene encodes a transmembrane protein that functions in copper transport across membranes. This protein is localized to the trans Golgi network, where it is predicted to supply copper to copper-dependent enzymes in the secretory pathway. It relocalizes to the plasma membrane under conditions of elevated extracellular copper, and functions in the efflux of copper from cells. Mutations in this gene are associated with Menkes disease, X-linked distal spinal muscular atrophy, and occipital horn syndrome. Alternatively-spliced transcript variants have been observed. [provided by RefSeq, Aug 2013]"
540,"This gene is a member of the P-type cation transport ATPase family and encodes a protein with several membrane-spanning domains, an ATPase consensus sequence, a hinge domain, a phosphorylation site, and at least 2 putative copper-binding sites. This protein functions as a monomer, exporting copper out of the cells, such as the efflux of hepatic copper into the bile. Alternate transcriptional splice variants, encoding different isoforms with distinct cellular localizations, have been characterized. Mutations in this gene have been associated with Wilson disease (WD). [provided by RefSeq, Jul 2008]"
51761,"The protein encoded by this gene is a member of the P4 ATPase family of proteins, which are thought to be involved in a process called lipid flipping, whereby phospholipids are translocated inwards from the exoplasmic leaflet to the cytosolic leaflet of the cell membrane, which aids in generating and maintaining asymmetry in membrane lipids. This protein is predicted to contain an E1 E2 ATPase, a haloacid dehalogenase-like hydrolase (HAD) domain, and multiple transmembrane domains. Associations between this protein and cell cycle control protein 50A are important for translocation of phosphatidylserine across membranes. Mutations in this gene have been associated with a syndrome (CAMRQ4) characterized by cerebellar ataxia and cognitive disabilities. In addition, a translocation breakpoint within this gene was observed in an individual with neurological dysfunction. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2017]"
5205,"This gene encodes a member of the P-type cation transport ATPase family, which belongs to the subfamily of aminophospholipid-transporting ATPases. The aminophospholipid translocases transport phosphatidylserine and phosphatidylethanolamine from one side of a bilayer to another. Mutations in this gene may result in progressive familial intrahepatic cholestasis type 1 and in benign recurrent intrahepatic cholestasis. [provided by RefSeq, Jul 2008]"
91647,"This gene encodes an assembly factor for the F(1) component of the mitochondrial ATP synthase. This protein binds specifically to the F1 alpha subunit and is thought to prevent this subunit from forming nonproductive homooligomers during enzyme assembly. This gene is located within the Smith-Magenis syndrome region on chromosome 17. An alternatively spliced transcript variant has been described, but its biological validity has not been determined. [provided by RefSeq, Jul 2008]"
545,"The protein encoded by this gene is a serine/threonine kinase and DNA damage sensor, activating cell cycle checkpoint signaling upon DNA stress. The encoded protein can phosphorylate and activate several proteins involved in the inhibition of DNA replication and mitosis, and can promote DNA repair, recombination, and apoptosis. This protein is also important for fragile site stability and centrosome duplication. Defects in this gene are a cause of Seckel syndrome 1. [provided by RefSeq, Aug 2017]"
84126,"This gene encodes an essential component of the DNA damage checkpoint. The encoded protein binds to single-stranded DNA coated with replication protein A. The protein also interacts with the ataxia telangiectasia and Rad3 related protein kinase, resulting in its accumulation at intranuclear foci induced by DNA damage. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2012]"
8455,"This gene encodes both membrane-bound and secreted protein isoforms. A membrane-bound isoform exhibits sequence similarity with the mouse mahogany protein, a receptor involved in controlling obesity. A secreted isoform is involved in the initial immune cell clustering during inflammatory responses that may regulate the chemotactic activity of chemokines. [provided by RefSeq, Apr 2016]"
546,"The protein encoded by this gene contains an ATPase/helicase domain, and thus it belongs to the SWI/SNF family of chromatin remodeling proteins. This protein is found to undergo cell cycle-dependent phosphorylation, which regulates its nuclear matrix and chromatin association, and suggests its involvement in the gene regulation at interphase and chromosomal segregation in mitosis. Mutations in this gene are associated with X-linked syndromes exhibiting cognitive disabilities as well as alpha-thalassemia (ATRX) syndrome. These mutations have been shown to cause diverse changes in the pattern of DNA methylation, which may provide a link between chromatin remodeling, DNA methylation, and gene expression in developmental processes. Multiple alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2017]"
6310,"The autosomal dominant cerebellar ataxias (ADCA) are a heterogeneous group of neurodegenerative disorders characterized by progressive degeneration of the cerebellum, brain stem and spinal cord. Clinically, ADCA has been divided into three groups: ADCA types I-III. ADCAI is genetically heterogeneous, with five genetic loci, designated spinocerebellar ataxia (SCA) 1, 2, 3, 4 and 6, being assigned to five different chromosomes. ADCAII, which always presents with retinal degeneration (SCA7), and ADCAIII often referred to as the `pure' cerebellar syndrome (SCA5), are most likely homogeneous disorders. Several SCA genes have been cloned and shown to contain CAG repeats in their coding regions. ADCA is caused by the expansion of the CAG repeats, producing an elongated polyglutamine tract in the corresponding protein. The expanded repeats are variable in size and unstable, usually increasing in size when transmitted to successive generations. The function of the ataxins is not known. This locus has been mapped to chromosome 6, and it has been determined that the diseased allele contains 40-83 CAG repeats, compared to 6-39 in the normal allele, and is associated with spinocerebellar ataxia type 1 (SCA1). Alternative splicing results in multiple transcript variants, with one variant encoding multiple distinct proteins, ATXN1 and Alt-ATXN1, due to the use of overlapping alternate reading frames. [provided by RefSeq, Nov 2017]"
25814,"This gene encodes a protein that may function in neuron survival, neuron differentiation, and neuritogenesis. These roles may be carried out via activation of the mitogen-activated protein kinase cascade. Expansion of an ATTCT repeat from 9-32 copies to 800-4500 copies in an intronic region of this locus has been associated with spinocerebellar ataxia, type 10. Alternatively spliced transcript variants have been described.[provided by RefSeq, Jul 2016]"
6311,"This gene belongs to a group of genes that is associated with microsatellite-expansion diseases, a class of neurological and neuromuscular disorders caused by expansion of short stretches of repetitive DNA. The protein encoded by this gene has two globular domains near the N-terminus, one of which contains a clathrin-mediated trans-Golgi signal and an endoplasmic reticulum exit signal. The encoded cytoplasmic protein localizes to the endoplasmic reticulum and plasma membrane, is involved in endocytosis, and modulates mTOR signals, modifying ribosomal translation and mitochondrial function. The N-terminal region of the protein contains a polyglutamine tract of 14-31 residues that can be expanded in the pathogenic state to 32-200 residues. Intermediate length expansions of this tract increase susceptibility to amyotrophic lateral sclerosis, while long expansions of this tract result in spinocerebellar ataxia-2, an autosomal-dominantly inherited, neurodegenerative disorder. Genome-wide association studies indicate that loss-of-function mutations in this gene may be associated with susceptibility to type I diabetes, obesity and hypertension. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2016]"
4287,"Machado-Joseph disease, also known as spinocerebellar ataxia-3, is an autosomal dominant neurologic disorder. The protein encoded by this gene contains (CAG)n repeats in the coding region, and the expansion of these repeats from the normal 12-44 to 52-86 is one cause of Machado-Joseph disease. There is a negative correlation between the age of onset and CAG repeat numbers. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2016]"
92552,"This intronless gene may be a pseudogene (PMID:11450850). This gene is similar to the multi-exon gene which encodes ataxin 3 and contains a coding region which could encode a protein similar to ataxin 3. Mutations in the gene encoding ataxin 3 are associated with Machado-Joseph disease. [provided by RefSeq, Sep 2011]"
6314,"The autosomal dominant cerebellar ataxias (ADCA) are a heterogeneous group of neurodegenerative disorders characterized by progressive degeneration of the cerebellum, brain stem and spinal cord. Clinically, ADCA has been divided into three groups: ADCA types I-III. ADCAI is genetically heterogeneous, with five genetic loci, designated spinocerebellar ataxia (SCA) 1, 2, 3, 4 and 6, being assigned to five different chromosomes. ADCAII, which always presents with retinal degeneration (SCA7), and ADCAIII often referred to as the 'pure' cerebellar syndrome (SCA5), are most likely homogeneous disorders. Several SCA genes have been cloned and shown to contain CAG repeats in their coding regions. ADCA is caused by the expansion of the CAG repeats, producing an elongated polyglutamine tract in the corresponding protein. The expanded repeats are variable in size and unstable, usually increasing in size when transmitted to successive generations. This locus has been mapped to chromosome 3, and it has been determined that the diseased allele associated with spinocerebellar ataxia-7 contains 37-306 CAG repeats (near the N-terminus), compared to 4-35 in the normal allele. The encoded protein is a component of the SPT3/TAF9/GCN5 acetyltransferase (STAGA) and TBP-free TAF-containing (TFTC) chromatin remodeling complexes, and it thus plays a role in transcriptional regulation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2016]"
6315,"This gene is an antisense transcript to the KLHL1 gene (homolog to the Drosophila KELCH gene); it does not itself appear to be protein coding. A TAC/TGC trinucleotide repeat expansion that is incorporated into this gene transcript, but not the KLHL1 transcript, causes spinocerebellar ataxia type 8. Presumably the expansion interferes with normal antisense function of this transcript. [provided by RefSeq, Oct 2008]"
549,"This gene encodes bifunctional mitochondrial protein that has both RNA-binding and hydratase activities. The encoded protein is a methylglutaconyl-CoA hydratase that catalyzes the hydration of 3-methylglutaconyl-CoA to 3-hydroxy-3-methyl-glutaryl-CoA, a critical step in the leucine degradation pathway. This protein also binds AU-rich elements (AREs) found in the 3' UTRs of rapidly decaying mRNAs including c-fos, c-myc and granulocyte/ macrophage colony stimulating factor. ARE elements are involved in directing RNA to rapid degradation and deadenylation. This protein is localizes to the mitochondrial matrix and the inner mitochondrial membrane and may be involved in mitochondrial protein synthesis. Mutations in this gene are the cause of 3-methylglutaconic aciduria, type I. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]"
550,"The protein encoded this gene is involved in several pathways including quality control of misfolded proteins in the endoplasmic reticulum and lipid droplet accumulation. Lipid droplets are organelles in the cytoplasm that store neutral lipids such as cholesterol esters and trigylycerides to prevent the overabundance of free cholesterol and fatty acids in cells, but also to act as storage for other metabolic processes, such as membrane biogenesis. Reduced expression of this gene results in reduced lipid droplet clustering, a function that is dependent on ubiquitination of the protein. This protein contains multiple domains including a hydrophobic N-terminal domain, an acetyltranferase domain, a ubiquitin-binding CUE domain, and a UBE2B2-binding domain (G2BR). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2014]"
6790,"The protein encoded by this gene is a cell cycle-regulated kinase that appears to be involved in microtubule formation and/or stabilization at the spindle pole during chromosome segregation. The encoded protein is found at the centrosome in interphase cells and at the spindle poles in mitosis. This gene may play a role in tumor development and progression. A processed pseudogene of this gene has been found on chromosome 1, and an unprocessed pseudogene has been found on chromosome 10. Multiple transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]"
6795,"This gene encodes a member of the Aurora subfamily of serine/threonine protein kinases. The encoded protein is a chromosomal passenger protein that forms complexes with Aurora-B and inner centromere proteins and may play a role in organizing microtubules in relation to centrosome/spindle function during mitosis. This gene is overexpressed in several cancer cell lines, suggesting an involvement in oncogenic signal transduction. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2008]"
26053,"This gene has been implicated in neurodevelopment and as a candidate gene for numerous neurological disorders, including autism spectrum disorders, intellectual disability, and developmental delay. Mutations in this gene have also been associated with non-neurological disorders, such as acute lymphoblastic leukemia, aging of the skin, early-onset androgenetic alopecia, and certain cancers. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, May 2014]"
551,"This gene encodes a member of the vasopressin/oxytocin family and preproprotein that is proteolytically processed to generate multiple protein products. These products include the neuropeptide hormone arginine vasopressin, and two other peptides, neurophysin 2 and copeptin. Arginine vasopressin is a posterior pituitary hormone that is synthesized in the supraoptic nucleus and paraventricular nucleus of the hypothalamus. Along with its carrier protein, neurophysin 2, it is packaged into neurosecretory vesicles and transported axonally to the nerve endings in the neurohypophysis where it is either stored or secreted into the bloodstream. The precursor is thought to be activated while it is being transported along the axon to the posterior pituitary. Arginine vasopressin acts as a growth factor by enhancing pH regulation through acid-base transport systems. It has a direct antidiuretic action on the kidney, and also causes vasoconstriction of the peripheral vessels. This hormone can contract smooth muscle during parturition and lactation. It is also involved in cognition, tolerance, adaptation and complex sexual and maternal behaviour, as well as in the regulation of water excretion and cardiovascular functions. Mutations in this gene cause autosomal dominant neurohypophyseal diabetes insipidus (ADNDI). This gene is present in a gene cluster with the related gene oxytocin on chromosome 20. [provided by RefSeq, Nov 2015]"
554,"This gene encodes the vasopressin receptor, type 2, also known as the V2 receptor, which belongs to the seven-transmembrane-domain G protein-coupled receptor (GPCR) superfamily, and couples to Gs thus stimulating adenylate cyclase. The subfamily that includes the V2 receptor, the V1a and V1b vasopressin receptors, the oxytocin receptor, and isotocin and mesotocin receptors in non-mammals, is well conserved, though several members signal via other G proteins. All bind similar cyclic nonapeptide hormones. The V2 receptor is expressed in the kidney tubule, predominantly in the distal convoluted tubule and collecting ducts, where its primary property is to respond to the pituitary hormone arginine vasopressin (AVP) by stimulating mechanisms that concentrate the urine and maintain water homeostasis in the organism. When the function of this gene is lost, the disease Nephrogenic Diabetes Insipidus (NDI) results. The V2 receptor is also expressed outside the kidney although its tissue localization is uncertain. When these 'extrarenal receptors' are stimulated by infusion of a V2 selective agonist (dDAVP), a variety of clotting factors are released into the bloodstream. The physiologic importance of this property is not known - its absence does not appear to be detrimental in NDI patients. The gene expression has also been described in fetal lung tissue and lung cancer associated with alternative splicing. [provided by RefSeq, Jul 2008]"
158833,"The protein encoded by this gene belongs to the diacylglycerol acyltransferase family. It esterifies long chain (wax) alcohols with acyl-CoA-derived fatty acids to produce wax esters. Wax esters are enriched in sebum, suggesting that this enzyme plays a central role in lipid metabolism in skin. Consistent with this observation, this protein is predominantly expressed in the sebaceous gland of the skin. [provided by RefSeq, Sep 2009]"
158835,"This gene encodes an enzyme belonging to the diacylglycerol acyltransferase family. This enzyme produces wax esters by the esterification of long chain (or wax) alcohols with acyl-CoA-derived fatty acids. It functions in lipid metabolism in the skin, mostly in undifferentiated peripheral sebocytes. This enzyme may also have acyl-CoA:retinol acyltransferase activities, where it catalyzes the synthesis of diacylglycerols and retinyl esters. [provided by RefSeq, May 2010]"
126859,
8312,"This gene encodes a cytoplasmic protein which contains a regulation of G-protein signaling (RGS) domain and a dishevelled and axin (DIX) domain. The encoded protein interacts with adenomatosis polyposis coli, catenin beta-1, glycogen synthase kinase 3 beta, protein phosphate 2, and itself. This protein functions as a negative regulator of the wingless-type MMTV integration site family, member 1 (WNT) signaling pathway and can induce apoptosis. The crystal structure of a portion of this protein, alone and in a complex with other proteins, has been resolved. Mutations in this gene have been associated with hepatocellular carcinoma, hepatoblastomas, ovarian endometriod adenocarcinomas, and medullablastomas. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]"
8313,"The Axin-related protein, Axin2, presumably plays an important role in the regulation of the stability of beta-catenin in the Wnt signaling pathway, like its rodent homologs, mouse conductin/rat axil. In mouse, conductin organizes a multiprotein complex of APC (adenomatous polyposis of the colon), beta-catenin, glycogen synthase kinase 3-beta, and conductin, which leads to the degradation of beta-catenin. Apparently, the deregulation of beta-catenin is an important event in the genesis of a number of malignancies. The AXIN2 gene has been mapped to 17q23-q24, a region that shows frequent loss of heterozygosity in breast cancer, neuroblastoma, and other tumors. Mutations in this gene have been associated with colorectal cancer with defective mismatch repair. [provided by RefSeq, Jul 2008]"
567,"This gene encodes a serum protein found in association with the major histocompatibility complex (MHC) class I heavy chain on the surface of nearly all nucleated cells. The protein has a predominantly beta-pleated sheet structure that can form amyloid fibrils in some pathological conditions. The encoded antimicrobial protein displays antibacterial activity in amniotic fluid. A mutation in this gene has been shown to result in hypercatabolic hypoproteinemia.[provided by RefSeq, Aug 2014]"
